Column,name,wiki_name,birth_date,link,born_place,lat,long,Born in,kneset,Knesset_number,education,occupations,army_service,language
66,איתן רפי,,23/11/1926,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=794,עין-חרוד-ישראל,32.54821,35.34659,ישראל,חבר הכנסת ה-17,17,['לימודי כלכלה L.S.E לונדון (ללא תואר)'],,סרן,אנגלית
67,אלאלוף אלי,,"ד' באדר תש""ה, 17/02/1945",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=911,פס-מרוקו,31.51981,34.45785,מרוקו,חבר הכנסת ה-20,20,['בגרות מדעית'],['יועץ'],,"ספרדית, צרפתית"
68,אלגרבלי מרדכי,,14/07/1944,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=252,מקנס-מרוקו,33.89352,-5.54727,מרוקו,חבר הכנסת ה-9,9,['- תלמוד תורה במקנס  - סמינר למורים של כי”ח בקזבלנקה  - כלכלה ומתמטיקה באוניברסיטה העברית. בעל תואר M.A.'],,,
69,אלדד אריה,,"י""ד באייר תש""י, 01/05/1950",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=752,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חבר הכנסת ה-16, 17, 18","16 ,17 ,18",['פרופסור לרפואה באוניברסיטת ת”א'],"['רופא מנתח, מומחה בכירורגיה פלסטית']","- 1997–2000 – קצין הרפואה הראשי
- דרגה בשחרור – תת-אלוף","שפות
אנגלית"
70,אלדרוטי צבי,,09/05/1934,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=253,תל-אביב-ישראל,32.08088,34.78057,ישראל,חבר הכנסת ה-8,8,['- בית-הספר התיכון החקלאי ”עיינות”  - מדע-המדינה ומינהל ציבורי באוניברסיטת חיפה (בעל תואר B.A)  - בוגר המכון המרכזי לניהול לסגל הבכיר של נציבות שרות המדינה'],,"- בשנת 1957 השתחרר משירותו בצה”ל בדרגת סגן
- סגן-אלוף במילואים",
71,אלהרר קארין,Karin Elharar,"כ""ז בתשרי תשל""ח, 09/10/1977",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=860,יפו-ישראל,32.08088,34.78057,ישראל,"21,20,19,23,22-חבר כנסת ה","21,20,19,23,22","['- LLB – תואר ראשון במשפטים  - LLM – תואר שני במשפטים, וושינגטון']",['מקצוע\nעורכת-דין'],,
72,אלול רפאל,,23/08/1957,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=11,מרוקו,32,-6,מרוקו,"חבר הכנסת ה-13, 14","13 ,14","['- תואר ראשון במדעי המדינה וסוציולוגיה, אוניברסיטת בר-אילן  - תואר שני במינהל ציבורי ומינהל עסקים, אוניברסיטת בן-גוריון']",['ניהול ציבורי'],רב-סמל ראשון,"שפות
אנגלית, צרפתית, מרוקנית"
73,אלון בנימין,,"ט""ו בחשוון תשט""ו, 10/11/1954",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=12,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-14, 15, 16, 17","14 ,15 ,16 ,17",['- ישיבת ”מרכז הרב” בירושלים  - כולל ”האידרא” ברמת-הגולן  - הסמכה לרבנות בשנת 1978'],"['מורה, רב']","- שירת בחיל התותחנים ואף שימש רב צבאי בחיל זה.
- שוחרר בדרגת סגן.","שפות
אנגלית"
74,אלון יגאל,,10/10/1918,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=682,כפר-תבור-ישראל,32.68655,35.42118,ישראל,"חבר הכנסת ה-3, 4, 5, 6, 7, 8, 9","3 ,4 ,5 ,6 ,7 ,8 ,9","['- לימודים תיכוניים בבית הספר החקלאי ”כדורי”  - 1960–1962 – לימודי פילוסופיה, פוליטיקה וכלכלה באוניברסיטת אוקספורד']",,"- שירות בארגון ”ההגנה”. בשנת 1937 גויס לפלוגות השדה (פו”ש).
- שימש במגוון תפקידים ב”הגנה” ובפלמ”ח.
- היה מפקד חילות השדה (החי”ש) בגליל.
- בשנת 1941, עם הקמת הפלמ”ח, מונה למפקד פלוגה.
- השתתף בכוח הפלמ”ח אשר פלש ללבנון ולסוריה בשיתוף פעולה עם הצבא הבריטי (כחלק ממהלכי מלחמת העולם השנייה).
- כמפקד הפלמ”ח ניהל מערכה נגד הכנופיות הערביות ופיקד על תקיפת מתקנים אזרחיים וצבאיים של הממשל הבריטי.
- פיקד על פעולות הפלמ”ח בסיוע לעלייה הבלתי-ליגלית ובהקמת יישובים חדשים בניגוד לעמדת המנדט הבריטי.
- במלחמת העצמאות עסק בשילוב יחידות הפלמ”ח בצבא שהחל להיבנות, ייסד את חטיבת ”יפתח” והיה למפקדה הראשון.
- כמפקד חטיבת ”יפתח” ניהל את הקרבות נגד צבאות סוריה, לבנון וצבא ההצלה של קאוקג`י בגליל ופיקד על שחרור צפת, לוד, רמלה ופרוזדור ירושלים.
- לאחר הקמת צה”ל מונה למפקד חזית הדרום ופיקד על מהלכי צה”ל שהובילו לשחרור באר-שבע, אילת ושטחים נוספים בנגב.
- בשנת 1950, עם החלטתו של בן-גוריון לפרק את הפלמ”ח, עזב את השירות הצבאי הפעיל.",
75,אלוני שולמית,,29/11/1928,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=132,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חברת הכנסת ה-6, 8, 9, 10, 11, 12, 13","6 ,8 ,9 ,10 ,11 ,12 ,13",['- בוגרת הסמינר למורים על שם דוד ילין בירושלים  - בוגרת הפקולטה למשפטים של האוניברסיטה העברית בירושלים'],"['משפטנית, מורה, עיתונאית ופובליציסטית']",שירתה בפלמ”ח,"שפות
אנגלית"
76,אלחרומי סעיד,Said El-Harumi,10/01/1972,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=959,ישראל,31.5,34.75,ישראל,"20,23,22-חבר כנסת ה","20,23,22","['- תואר ראשון בפיזיקה, האוניברסיטה העברית  - תעודת הוראה לבתי ספר תיכוניים, אוניברסיטת בן-גוריון']",,,
77,אלטמן אריה,,06/01/1902,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=254,באלטה-אוקראינה,47.93596,29.62225,אוקראינה,"חבר הכנסת ה-2, 3, 4, 5","2 ,3 ,4 ,5",['- לימודי משפטים וכלכלה באוניברסיטת אודיסה  - לימודי סוציולוגיה ומדעי המדינה באוניברסיטאות דטרויט וניו-יורק  - בעל תואר דוקטור של אוניברסיטת ניו-יורק (1935)'],,,
78,אליאב אריה לובה,,21/11/1921,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=255,מוסקבה-ברית-המועצות,55.75222,37.61556,ברית המועצות,"חבר הכנסת ה-6, 7, 8, 9, 12","6 ,7 ,8 ,9 ,12",['- לימודים בבית-הספר הלפרין ובגימנסיה הרצליה בתל-אביב  - תואר ראשון בהיסטוריה כללית וסוציולוגיה באוניברסיטה העברית בירושלים'],"['סוציולוג, מורה']","- בשנת 1936 הצטרף לארגון ”ההגנה”.
- בשנים 1941–1945 שירת בצבא הבריטי.
- לאחר קום המדינה שירת בחיל הים ובתום מלחמת העצמאות השתחרר בדרגת סגן אלוף.",
79,אליהו שלמה,,18/01/1936,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=256,בגדד-עיראק,33,44,עיראק,חבר הכנסת ה-9,9,['למד בבית-ספר בבגדד'],,,
80,אליעד נסים,,01/07/1919,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=257,טבריה-ישראל,32.79221,35.53124,ישראל,"חבר הכנסת ה-6, 7, 8","6 ,7 ,8","['- לימודי מזרחנות, תנ”ך והיסטוריה יהודית באוניברסיטה העברית  - לימודים בבית-ספר למשפטים  - מוסמך לעריכת-דין']",,,
81,אלישר אליהו,,10/10/1899,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=258,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-1, 2","1 ,2",['- לימודים בבית-הספר ”למל”  - לימודים בבית-הספר של חברת כי”ח  - לימודי רפואה באוניברסיטת ביירות  - לימודי משפטים בקהיר ובבית-הספר למשפטים בירושלים'],,- בשנים 1915–1919 (ובמלחמת העולם הראשונה) שירת כקצין רפואי זוטר בצבא התורכי.,
82,אלמוגי יוסף-אהרן,,05/05/1910,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=259,הורובישוב-פולין,52,20,פולין,"חבר הכנסת ה-3, 4, 5, 6, 7, 8","3 ,4 ,5 ,6 ,7 ,8",['חינוך מסורתי וכללי'],,"- עם עלייתו ארצה הצטרף לארגון ה”הגנה” ובשנת 1936 עסק בארגון פלוגות ”הפועל” (פלוגות המגן של ההסתדרות) באזור תל-אביב.
- בשנת 1937 עסק בארגון פלוגות ”הפועל” בחיפה.
- בשנת 1940 התגייס לצבא הבריטי, נפל בשבי הגרמני ביוון ונשאר שבוי עד סיום המלחמה. בהיותו בשבי הגרמני מילא תפקיד מרכזי בארגון השבויים היהודים מארץ-ישראל.",
83,אלמליח אברהם,,01/01/1876,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=260,ירושלים-ישראל,31.78199,35.21961,ישראל,חבר הכנסת ה-1,1,['- ישיבת ”תפארת ירושלים”  - בית-הספר של חברת כי”ח  - בית-המדרש לארכיאולוגיה סן-אטיין בירושלים'],,,
84,אלסאנע טלב,,25/12/1960,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=13,תל-ערד-ישראל,31.27992,35.12431,ישראל,"חבר הכנסת ה-13, 14, 15, 16, 17, 18","13 ,14 ,15 ,16 ,17 ,18","['תואר ראשון במשפטים, האוניברסיטה העברית בירושלים']",['עורך-דין'],,"אנגלית, ערבית"
85,אלקין זאב,Ze'ev Elkin,"ח' בניסן תשל""א, 03/04/1971",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=768,חרקוב-ברית-המועצות,49.98081,36.25272,ברית המועצות,"17,18,21,20,19,23,22-חבר כנסת ה","17,18,21,20,19,23,22","['- תואר ראשון במתימטיקה, אוניברסיטת חרקוב  - תואר שני בהיסטוריה של עם ישראל, האוניברסיטה העברית בירושלים  - לימודי תואר שלישי בהיסטוריה של עם ישראל, האוניברסיטה העברית בירושלים']",,"שירות צבאי
טוראי",
86,אמוראי עדיאל,,17/02/1934,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=261,רחובות-ישראל,31.89421,34.81199,ישראל,"חבר הכנסת ה-7, 8, 9, 10, 11","7 ,8 ,9 ,10 ,11","['- תיכון עירוני א`, תל-אביב  - כלכלה, יחסים בין-לאומיים ומינהל ציבורי, האוניברסיטה העברית']",,,
87,אמיר יעקב ז`אק,,15/03/1933,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=262,מוגדור-מרוקו,32,-6,מרוקו,"חבר הכנסת ה-8, 9, 10, 11","8 ,9 ,10 ,11",['- בית-ספר תיכון מקצועי בקזבלנקה  - לימודים במכון המרכזי לניהול לסגל המינהל הבכיר של נציבות המדינה'],,,
88,אמסלם חיים,,"י' בתשרי תש""כ, 12/10/1959",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=795,אורן-אלג`יריה,28,3,אלגיריה,"חבר הכנסת ה-17, 18","17 ,18","['- כושר לרב עיר, הרבנות הראשית, תשנ”ג  - טוען רבני, בית -הדין הגדול, תש”ן']",['רב'],,"ערבית, צרפתית"
89,אמסלם דוד,Dudu Amsalem,"י""ח באב תש""כ, 11/08/1960",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=912,ירושלים-ישראל,31.78199,35.21961,ישראל,"20,21,23,22-חבר כנסת ה","20,21,23,22",['- תואר ראשון בכלכלה ומינהל עסקים'],,"שירות צבאי
רס”ל במילואים",
90,א-נאשף מחמוד,,01/01/1906,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=179,טייבה-ישראל,32.60415,35.44483,ישראל,חבר הכנסת ה-4,4,,,,
91,אנג`ל אורנה,,,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=765,Jerusalem,31.78199,35.21961,ישראל,חברת הכנסת ה-16,16,,,,
92,אנקוריון ארי,,02/10/1908,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=263,קאלוואריה-ליטא,55.41667,24,ליטא,"חבר הכנסת ה-5, 6, 7, 8","5 ,6 ,7 ,8","['- לימודים ב”חדר”  - הגימנסיה הריאלית העברית בווילקובישקי  - משפטים, אוניברסיטת קובנו  - בית-הספר הגבוה למדעי הכלכלה והחברה, לונדון  - בעל תאר דוקטור לפילוסופיה  - מוסמך לעבוד כ-barrister']",['עורך-דין ועיתונאי'],,
93,אסא ירחמיאל,,07/03/1919,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=264,קווקז-ברית-המועצות,,,ברית המועצות,חבר הכנסת ה-3,3,"['- בית-הספר לנערים עובדים, תל-אביב  - סמינר הקיבוצים, תל-אביב']",,,
94,אסעד אסעד,,10/02/1944,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=133,כפר-בית-ג`אן-ישראל,31.5,34.75,ישראל,חבר הכנסת ה-13,13,"['- תואר ראשון במדעי המדינה והיסטוריה של המזרח התיכון, אוניברסיטת חיפה  - השתתפות בסמינרים של האקדמיה הבין-לאומית לשלום, ניו-יורק  - בוגר המכללה לפיקוד ומטה']",['גמלאי צבא'],"אל”מ, מפקד חטיבה","שפות
אנגלית"
95,אסעד שפיק,,10/04/1937,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=265,בית-ג`אן-ישראל,31.5,34.75,ישראל,חבר הכנסת ה-9,9,['למד בבית-הספר התיכון ”רמה”.'],,,
96,אסף עמי,,22/07/1903,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=266,ראש-פינה-ישראל,32.96894,35.54258,ישראל,"חבר הכנסת ה-1, 2, 3, 4, 5","1 ,2 ,3 ,4 ,5",['למד בבית-ספר בראש-פינה ובגימנסיה ”הרצליה”.'],,,
97,אפללו אלי,,08/09/1952,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=730,קזבלנקה-מרוקו,33.58831,-7.61138,מרוקו,"חבר הכנסת ה-16, 17, 18","16 ,17 ,18",['שתים-עשרה שנות לימוד'],,סמל ראשון,צרפתית
98,אפרת אהרון,,20/03/1911,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=267,לוצק-אוקראינה,50.75932,25.34244,אוקראינה,חבר הכנסת ה-8,8,['למד ב”חדר” ובבית-ספר תיכון בשפה הפולנית בלוצק.'],,,
99,אפרתי יוסף,,19/02/1897,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=268,פינסקי-רוסיה-הלבנה,53,28,בלארוס,"חבר הכנסת ה-1, 2, 3, 4, 5","1 ,2 ,3 ,4 ,5",['למד ב”חדר” ובבית-הספר התיכון החקלאי בפתח-תקווה.'],,,
100,אקוניס אופיר,Ofir Akunis,"כ""ו באייר תשל""ג, 28/05/1973",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=830,ישראל,31.5,34.75,ישראל,"21,20,19,23,18,22-חבר כנסת ה","21,20,19,23,18,22","['תואר ראשון במדעי החברה והרוח, יחסים בין-לאומיים ומדע המדינה']",,"שירות צבאי
כתב צבאי במפקדת קצין חינוך ראשי",
101,ארבל משה,Moshe Arbel,"כ""א בטבת תשמ""ד, 26/12/1983",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1008,פתח-תקווה-ישראל,32.08707,34.88747,ישראל,"21,23,22-חבר כנסת ה","21,23,22","['- תואר ראשון במשפטים, הקריה האקדמית אונו  - תואר שני במשפטים (בהצטיינות), הקריה האקדמית אונו  - לימודי תעודה, בית הספר למינהל עסקים באוניברסיטת הרווארד, בוסטון']",['מקצוע\nעורך דין'],"שירות צבאי
סמל",
102,ארבלי-אלמוזלינו שושנה,,26/01/1926,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=269,מוסול-עיראק,33,44,עיראק,"חברת הכנסת ה-6, 7, 8, 9, 10, 11, 12","6 ,7 ,8 ,9 ,10 ,11 ,12",['בית-מדרש למורים בעיראק'],,,
