Column,name,position,govermmrnt number,educaction,occupations,army_service,party
106,יוסף דב,שר הבריאות,6,['- לימודים בבית-ספר תיכון במונטריאול  - לימודי כלכלה ומדעי הרוח באוניברסיטת מקגיל במונטריאול  - לימודי משפטים באוניברסיטת לאוואל בקוויבק  - דוקטור לפילוסופיה ומוסמך במשפטים מטעם אוניברסיטת לונדון'],['עורך דין'],"במלחמת העולם הראשונה היה פעיל בארגון ההתנדבות לגדוד העברי בקנדה, ובשנת 1918 הגיע לארץ ישראל כסרג`נט בגדוד.",מפא”י
107,בורג יוסף,שר הדואר,6,['- הוסמך לרבנות בבית-המדרש לרבנים ע”ש הילדסהיימר בברלין.  - למד באוניברסיטת לייפציג ובאוניברסיטת ברלין. בעל תואר דוקטור לפילוסופיה.'],,,פועל מזרחי
108,שפירא חיים משה,שר הדתות,6,['- למד בחדר ובישיבה אצל הרב שמעון שקופ.  - בשנים 1924–1925 למד בבית המדרש לרבנים מיסודו של הרב הילדסהיימר בברלין.'],,,פועל מזרחי
109,שרת משה,שר החוץ,6,"['- למד ב""חדר"" מתוקן.  - בשנים 1908–1913 למד בגימנסיה רוסית בחרסון ובגימנסיה ”הרצלייה”.  - בשנים 1913–1914 למד משפטים באוניברסיטת קושטא.  - בשנים 1920–1925 למד משפטים בבית הספר לכלכלה של לונדון.']",,"- בשנת 1915 התגייס לצבא הטורקי והתקדם בו לדרגת סגן משנה.
- שירת במקדוניה ובחלב.",מפא”י
110,דינור בן-ציון,שר החינוך והתרבות,6,"['- למד בישיבות טלז, קובנה ווילנה (ליטא).  - למד באוניברסיטת ברן ובמכון הגבוה ללימודי היהדות בברלין.  - בשנת 1902 קיבל הסמכה לרב.  - בשנת 1917 קיבל תואר מוסמך בהיסטוריה מהמחלקה ההיסטורית-פילולוגית של אוניברסיטת פטרוגרד.  - פרופסור להיסטוריה.']",['מורה ומרצה אקדמי'],,
111,נפתלי פרץ,שר החקלאות,6,['- למד בגימנסיה הריאלית בברלין.  - למד שלוש שנים בבית מסחר ליצוא ויבוא.  - למד בבית-הספר הגבוה למסחר zia.'],['עיתונאי'],,מפא”י
112,נפתלי פרץ,שר המסחר והתעשיה,6,['- למד בגימנסיה הריאלית בברלין.  - למד שלוש שנים בבית מסחר ליצוא ויבוא.  - למד בבית-הספר הגבוה למסחר zia.'],['עיתונאי'],,מפא”י
113,שטרית בכור שלום,שר המשטרה,6,"['למד בחדר, בבית-הספר של כי”ח (אליאנס) ובישיבת טבריה; בבית הספר למשפטים בירושלים. הוסמך כעורך-דין.']",,,מפא”י
114,רוזן פנחס,שר המשפטים,6,"['- למד משפטים באוניברסיטאות פרייבורג וברלין. - הוסמך לעורך דין ( 1908).  - בעל תואר ד""ר למשפטים (1910)']",,,מפלגה פרוגרסיבית
115,שפירא חיים משה,שר הסעד,6,['- למד בחדר ובישיבה אצל הרב שמעון שקופ.  - בשנים 1924–1925 למד בבית המדרש לרבנים מיסודו של הרב הילדסהיימר בברלין.'],,,פועל מזרחי
116,מאיר גולדה,שרת העבודה,6,['בוגרת בית-המדרש למורות במילווקי ובעלת תעודת הוראה'],,,מפא”י
117,יוסף דב,שר הפיתוח,6,['- לימודים בבית-ספר תיכון במונטריאול  - לימודי כלכלה ומדעי הרוח באוניברסיטת מקגיל במונטריאול  - לימודי משפטים באוניברסיטת לאוואל בקוויבק  - דוקטור לפילוסופיה ומוסמך במשפטים מטעם אוניברסיטת לונדון'],['עורך דין'],"במלחמת העולם הראשונה היה פעיל בארגון ההתנדבות לגדוד העברי בקנדה, ובשנת 1918 הגיע לארץ ישראל כסרג`נט בגדוד.",מפא”י
118,שפירא חיים משה,שר הפנים,6,['- למד בחדר ובישיבה אצל הרב שמעון שקופ.  - בשנים 1924–1925 למד בבית המדרש לרבנים מיסודו של הרב הילדסהיימר בברלין.'],,,פועל מזרחי
119,ארן זלמן,שר התחבורה,6,"['- לימודים ב”חדר” ובישיבות ביקטרינוסלב, בקרמנצ`וק וביליסבטגרד  - לימודי ערב בגימנסיה ביוזובקה  - לימודים במכון למדעים עיוניים ובמכון לחקלאות בחרקוב']",,,מפא”י
120,ורהפטיג זרח,סגן שר הדתות,6,['- למד משפטים באוניברסיטת ורשה.  - בעל תואר דוקטור למשפטים מהאוניברסיטה העברית.'],['מרצה למשפט עברי'],,פועל מזרחי
121,אפרתי יוסף,סגן שר החקלאות,6,['למד ב”חדר” ובבית-הספר התיכון החקלאי בפתח-תקווה.'],,,מפא”י
122,בן-מאיר שלמה ישראל,סגן שר הסעד,6,['- ישיבת ”ר` יצחק אלחנן” ו”ישיבה יוניברסיטי”  - אוניברסיטת ניו-יורק  - מוסמך לרבנות ובעל תואר דוקטור למשפטים'],,,מזרחי
123,בן-גוריון דוד,ראש הממשלה,7,['- למד ב”חדר”  - 1911 – לימודי משפטים באוניברסיטה בקושטא'],,"חודשים אחדים לאחר הצהרת בלפור התנדב לגדוד העברי, ואולם כשהגיעה יחידתו ארצה כבר הסתיים כיבושה בידי הבריטים.",מפא”י
124,אשכול לוי,שר האוצר,7,['- למד ב”חדר”.  - למד שנתיים בגימנסיה עברית בווילנה.'],,"- בשנים 1918–1920 שירת בגדודים העבריים.
- בשנת 1934 היה מיוזמי ה”העברה” – פעילות להעברת יהודים ורכוש מתוך שטחי גרמניה הנאצית.
- בשנים 1940–1948 שימש חבר במפקדה הארצית של ההגנה.
",מפא”י
125,בן-גוריון דוד,שר הביטחון,7,['- למד ב”חדר”  - 1911 – לימודי משפטים באוניברסיטה בקושטא'],,"חודשים אחדים לאחר הצהרת בלפור התנדב לגדוד העברי, ואולם כשהגיעה יחידתו ארצה כבר הסתיים כיבושה בידי הבריטים.",מפא”י
126,ברזילי ישראל,שר הבריאות,7,"['למד ב”חדר”, בגימנסיה היהודית בוולוצלבק ובקונסרבטוריון בפריז.']",,,מפ”ם
127,בורג יוסף,שר הדואר,7,['- הוסמך לרבנות בבית-המדרש לרבנים ע”ש הילדסהיימר בברלין.  - למד באוניברסיטת לייפציג ובאוניברסיטת ברלין. בעל תואר דוקטור לפילוסופיה.'],,,מפד”ל
128,שפירא חיים משה,שר הדתות,7,['- למד בחדר ובישיבה אצל הרב שמעון שקופ.  - בשנים 1924–1925 למד בבית המדרש לרבנים מיסודו של הרב הילדסהיימר בברלין.'],,,מפד”ל
129,שרת משה,שר החוץ,7,"['- למד ב""חדר"" מתוקן.  - בשנים 1908–1913 למד בגימנסיה רוסית בחרסון ובגימנסיה ”הרצלייה”.  - בשנים 1913–1914 למד משפטים באוניברסיטת קושטא.  - בשנים 1920–1925 למד משפטים בבית הספר לכלכלה של לונדון.']",,"- בשנת 1915 התגייס לצבא הטורקי והתקדם בו לדרגת סגן משנה.
- שירת במקדוניה ובחלב.",מפא”י
130,מאיר גולדה,שרת החוץ,7,['בוגרת בית-המדרש למורות במילווקי ובעלת תעודת הוראה'],,,מפא”י
131,ארן זלמן,שר החינוך והתרבות,7,"['- לימודים ב”חדר” ובישיבות ביקטרינוסלב, בקרמנצ`וק וביליסבטגרד  - לימודי ערב בגימנסיה ביוזובקה  - לימודים במכון למדעים עיוניים ובמכון לחקלאות בחרקוב']",,,מפא”י
132,לוז קדיש,שר החקלאות,7,"['- לימודים ב”חדר מתוקן” ובגימנסיה המקומית  - לימודים בטכניון בקרלסרוהה, גרמניה  - לימודים במכון לכלכלה בסנט-פטרסבורג  - לימודי מדעים וחקלאות במכון החקלאי שליד אוניברסיטת אודסה ובאוניברסיטת דורפט, אסטוניה']",,"- בשנים 1917-1916 שירת בצבא הרוסי והוכשר לקצין.
- נמנה עם מייסדי ”ברית החייל העברי” ברוסיה.
- היה חבר ב”הגנה”. במלחמת העצמאות לחם בעמק הירדן.
",מפא”י
133,ספיר פנחס,שר המסחר והתעשיה,7,['למד בבית-ספר דתי ממשלתי-למחצה ”תחכמוני” בווארשה.'],,,
134,שטרית בכור שלום,שר המשטרה,7,"['למד בחדר, בבית-הספר של כי”ח (אליאנס) ובישיבת טבריה; בבית הספר למשפטים בירושלים. הוסמך כעורך-דין.']",,,מפא”י
135,רוזן פנחס,שר המשפטים,7,"['- למד משפטים באוניברסיטאות פרייבורג וברלין. - הוסמך לעורך דין ( 1908).  - בעל תואר ד""ר למשפטים (1910)']",,,מפלגה פרוגרסיבית
136,שפירא חיים משה,שר הסעד,7,['- למד בחדר ובישיבה אצל הרב שמעון שקופ.  - בשנים 1924–1925 למד בבית המדרש לרבנים מיסודו של הרב הילדסהיימר בברלין.'],,,מפד”ל
137,מאיר גולדה,שרת העבודה,7,['בוגרת בית-המדרש למורות במילווקי ובעלת תעודת הוראה'],,,מפא”י
138,נמיר מרדכי,שר העבודה,7,"['למד ב”חדר”, ”חדר מתוקן”, בבית-ספר תיכון;  כלכלה ומשפטים באוניברסיטת אודיסה.  בוגר קונסרבטוריון למוסיקה.']",,,מפא”י
139,בנטוב מרדכי,שר הפיתוח,7,['- לימודים בגימנסיה בפולין  - שתי שנות לימודי משפטים באוניברסיטת ורשה  - מוסמך למשפטים מטעם בית-הספר המנדטורי למשפטים בירושלים'],['עיתונאי'],,מפ”ם
140,בר-יהודה ישראל,שר הפנים,7,['למד בבית-ספר תיכון ריאלי ביאקטרינוסלב ובמכון למהנדסי מכרות בעיר.'],,,אחדות העבודה - פועלי ציון
141,כרמל משה,שר התחבורה,7,['- למד ב”חדר” ובבית-ספר.  - למד היסטוריה ופילוסופיה באוניברסיטה העברית.  - למד במכון למדעי המדינה בפריז.'],,"- שירת ב”הגנה” ועסק בהדרכת מפקדים.
- ערב מלחמת העצמאות היה מפקד מחוז חיפה ומפקד חזית הצפון.
- פיקד על שחרור חיפה, עכו והגליל.
- בשנת 1950 פרש מצה”ל בדרגת אלוף.",אחדות העבודה - פועלי ציון
142,נפתלי פרץ,שר במשרד ראש הממשלה,7,['- למד בגימנסיה הריאלית בברלין.  - למד שלוש שנים בבית מסחר ליצוא ויבוא.  - למד בבית-הספר הגבוה למסחר zia.'],['עיתונאי'],,מפא”י
